Employee_ID,Age,Gender,Department,Job_Level,Salary,Years_at_Company,Performance_Rating,Training_Hours,Job_Satisfaction,Overtime,Manager_Rating,Promoted_Last_2_Years,Attrition
E360,40,Female,IT,Senior,83000,8.1,5,36,5,No,5,Yes,No
E361,32,Male,Finance,Mid,61000,3.6,4,17,4,No,4,No,No
E362,28,Female,Operations,Junior,34000,1.0,2,10,2,Yes,2,No,Yes
E363,37,Male,IT,Senior,82000,7.9,5,35,5,No,5,Yes,No
E364,34,Female,Sales,Mid,47000,4.3,3,14,3,Yes,3,No,Yes
E365,30,Male,HR,Mid,54000,3.0,3,19,3,No,3,No,No
E366,27,Female,Finance,Junior,44000,1.6,3,16,3,No,3,No,No
E367,45,Male,IT,Manager,109000,13.1,5,39,5,No,5,Yes,No
E368,33,Female,Sales,Mid,46500,4.4,3,14,3,Yes,3,No,Yes
E369,29,Male,Operations,Junior,35000,1.1,2,10,2,Yes,2,No,Yes
E370,44,Female,Finance,Manager,96000,12.1,5,16,5,No,5,Yes,No
E371,31,Male,HR,Mid,53000,3.8,4,21,4,No,4,No,No
E372,26,Female,IT,Junior,58000,1.3,4,27,4,No,4,No,No
E373,38,Male,Sales,Senior,58000,7.1,3,15,3,Yes,3,No,Yes
E374,35,Female,Finance,Senior,77000,8.7,4,18,4,No,4,Yes,No
E375,28,Male,Operations,Junior,34500,1.1,2,10,2,Yes,2,No,Yes
E376,47,Female,IT,Manager,112000,14.1,5,40,5,No,5,Yes,No
E377,32,Male,HR,Mid,55000,4.2,4,22,4,No,4,No,No
E378,29,Female,Sales,Junior,38000,1.2,3,12,3,Yes,3,No,Yes
E379,36,Male,Finance,Mid,63000,5.3,4,18,4,No,4,No,No
E380,33,Female,IT,Mid,68000,4.5,5,32,5,No,5,No,No
E381,27,Male,Operations,Junior,34500,1.0,2,10,2,Yes,2,No,Yes
E382,43,Female,Finance,Manager,97000,12.3,5,16,5,No,5,Yes,No
E383,30,Male,IT,Mid,66000,2.9,4,30,4,No,4,No,No
E384,28,Female,Sales,Junior,37500,1.1,2,9,2,Yes,2,No,Yes
E385,40,Male,HR,Senior,70000,9.3,4,23,4,No,4,Yes,No
E386,34,Female,Operations,Mid,52000,5.7,4,21,4,No,4,No,No
E387,29,Male,Finance,Junior,45500,1.8,3,16,3,No,3,No,No
E388,46,Female,IT,Manager,109000,13.4,5,39,5,No,5,Yes,No
E389,31,Male,Sales,Mid,46000,3.9,3,14,3,Yes,3,No,Yes
E390,27,Female,HR,Junior,42000,1.5,3,19,3,No,3,No,No
E391,39,Male,IT,Senior,83000,8.2,5,36,5,No,5,Yes,No
E392,33,Female,Finance,Mid,62000,4.8,4,18,4,No,4,No,No
E393,28,Male,Operations,Junior,35000,1.2,2,10,2,Yes,2,No,Yes
E394,41,Female,HR,Manager,88000,10.5,5,20,5,No,5,Yes,No
E395,26,Male,Sales,Junior,36000,0.6,2,8,2,Yes,2,No,Yes
E396,37,Female,IT,Senior,82000,7.7,5,35,5,No,5,Yes,No
E397,32,Male,Finance,Mid,61000,3.4,4,17,4,No,4,No,No
E398,29,Female,Operations,Junior,34000,1.0,2,10,2,Yes,2,No,Yes
E399,44,Male,IT,Manager,108000,13.2,5,39,5,No,5,Yes,No
E400,35,Female,Sales,Mid,47000,4.6,3,14,3,Yes,3,No,Yes
E401,30,Male,HR,Mid,53000,3.1,3,19,3,No,3,No,No
E402,27,Female,Finance,Junior,44000,1.7,3,16,3,No,3,No,No
E403,38,Male,IT,Senior,82000,8.1,5,35,5,No,5,Yes,No
E404,34,Female,Operations,Mid,51000,5.8,4,21,4,No,4,No,No
E405,29,Male,Sales,Junior,38000,1.3,3,12,3,Yes,3,No,Yes
E406,42,Female,Finance,Manager,97000,12.5,5,16,5,No,5,Yes,No
E407,31,Male,HR,Mid,54000,3.5,4,21,4,No,4,No,No
E408,26,Female,IT,Junior,58000,1.4,4,27,4,No,4,No,No
E409,36,Male,Sales,Senior,57000,6.9,3,15,3,Yes,3,No,Yes
E410,33,Female,Finance,Mid,62000,5.0,4,18,4,No,4,No,No
E411,28,Male,Operations,Junior,34500,1.1,2,10,2,Yes,2,No,Yes
E412,45,Female,IT,Manager,110000,13.0,5,40,5,No,5,Yes,No
E413,30,Male,HR,Mid,53000,3.4,3,19,3,No,3,No,No
E414,27,Female,Sales,Junior,37000,0.8,2,9,2,Yes,2,No,Yes
E415,40,Male,Finance,Senior,76000,9.1,4,18,4,No,4,Yes,No
E416,35,Female,IT,Senior,81000,7.6,5,34,5,No,5,Yes,No
E417,29,Male,Operations,Junior,35000,1.2,2,10,2,Yes,2,No,Yes
E418,43,Female,HR,Senior,71000,9.9,4,23,4,No,4,Yes,No
E419,26,Male,Sales,Junior,36000,0.7,2,8,2,Yes,2,No,Yes
E420,41,Female,IT,Senior,84000,8.7,5,37,5,No,5,Yes,No
E421,32,Male,Finance,Mid,61000,3.5,4,17,4,No,4,No,No
E422,28,Female,Operations,Junior,34000,1.0,2,10,2,Yes,2,No,Yes
E423,37,Male,IT,Senior,82000,7.8,5,35,5,No,5,Yes,No
E424,34,Female,Sales,Mid,47000,4.4,3,14,3,Yes,3,No,Yes
E425,30,Male,HR,Mid,54000,3.2,3,19,3,No,3,No,No
E426,27,Female,Finance,Junior,44000,1.6,3,16,3,No,3,No,No
E427,46,Male,IT,Manager,110000,13.8,5,40,5,No,5,Yes,No
E428,33,Female,Sales,Mid,46500,4.3,3,14,3,Yes,3,No,Yes
E429,29,Male,Operations,Junior,35000,1.1,2,10,2,Yes,2,No,Yes
E430,44,Female,Finance,Manager,96000,12.2,5,16,5,No,5,Yes,No
E431,31,Male,HR,Mid,53000,3.7,4,21,4,No,4,No,No
E432,26,Female,IT,Junior,58000,1.3,4,27,4,No,4,No,No
E433,38,Male,Sales,Senior,58000,7.2,3,15,3,Yes,3,No,Yes
E434,35,Female,Finance,Senior,77000,8.9,4,18,4,No,4,Yes,No
E435,28,Male,Operations,Junior,34500,1.1,2,10,2,Yes,2,No,Yes
E436,48,Female,IT,Manager,112000,14.5,5,40,5,No,5,Yes,No
E437,32,Male,HR,Mid,55000,4.1,4,22,4,No,4,No,No
E438,29,Female,Sales,Junior,38000,1.2,3,12,3,Yes,3,No,Yes
E439,36,Male,Finance,Mid,63000,5.5,4,18,4,No,4,No,No
E440,33,Female,IT,Mid,68000,4.7,5,32,5,No,5,No,No
E441,27,Male,Operations,Junior,34500,1.0,2,10,2,Yes,2,No,Yes
E442,42,Female,Finance,Manager,97000,12.4,5,16,5,No,5,Yes,No
E443,30,Male,IT,Mid,66000,2.8,4,30,4,No,4,No,No
E444,28,Female,Sales,Junior,37500,1.1,2,9,2,Yes,2,No,Yes
E445,39,Male,HR,Senior,69000,8.3,4,23,4,No,4,Yes,No
E446,34,Female,Operations,Mid,52000,5.9,4,21,4,No,4,No,No
E447,29,Male,Finance,Junior,45500,1.8,3,16,3,No,3,No,No
E448,45,Female,IT,Manager,109000,13.3,5,39,5,No,5,Yes,No
E449,31,Male,Sales,Mid,46000,3.8,3,14,3,Yes,3,No,Yes
E450,27,Female,HR,Junior,42000,1.6,3,19,3,No,3,No,No
E451,40,Male,IT,Senior,83000,8.4,5,36,5,No,5,Yes,No
E452,33,Female,Finance,Mid,62000,4.8,4,18,4,No,4,No,No
E453,28,Male,Operations,Junior,35000,1.2,2,10,2,Yes,2,No,Yes
E454,44,Female,HR,Manager,89000,10.7,5,21,5,No,5,Yes,No
E455,26,Male,Sales,Junior,36000,0.6,2,8,2,Yes,2,No,Yes
E456,37,Female,IT,Senior,82000,7.6,5,35,5,No,5,Yes,No
E457,32,Male,Finance,Mid,61000,3.4,4,17,4,No,4,No,No
E458,29,Female,Operations,Junior,34000,1.0,2,10,2,Yes,2,No,Yes
E459,41,Male,IT,Manager,106000,11.9,5,38,5,No,5,Yes,No
E460,35,Female,Sales,Mid,47000,4.5,3,14,3,Yes,3,No,Yes
E461,30,Male,HR,Mid,53000,3.0,3,19,3,No,3,No,No
E462,27,Female,Finance,Junior,44000,1.7,3,16,3,No,3,No,No
E463,38,Male,IT,Senior,82000,8.2,5,35,5,No,5,Yes,No
E464,34,Female,Operations,Mid,51000,5.7,4,21,4,No,4,No,No
E465,29,Male,Sales,Junior,38000,1.3,3,12,3,Yes,3,No,Yes
E466,43,Female,Finance,Manager,98000,12.6,5,16,5,No,5,Yes,No
E467,31,Male,HR,Mid,54000,3.6,4,21,4,No,4,No,No
E468,26,Female,IT,Junior,58000,1.4,4,27,4,No,4,No,No
E469,36,Male,Sales,Senior,57000,7.0,3,15,3,Yes,3,No,Yes
E470,33,Female,Finance,Mid,62000,4.9,4,18,4,No,4,No,No
E471,28,Male,Operations,Junior,34500,1.1,2,10,2,Yes,2,No,Yes
E472,46,Female,IT,Manager,110000,13.6,5,40,5,No,5,Yes,No
E473,30,Male,HR,Mid,53000,3.3,3,19,3,No,3,No,No
E474,27,Female,Sales,Junior,37000,0.8,2,9,2,Yes,2,No,Yes
E475,39,Male,Finance,Senior,75000,8.7,4,18,4,No,4,No,No
E476,35,Female,IT,Senior,81000,7.5,5,34,5,No,5,Yes,No
E477,29,Male,Operations,Junior,35000,1.2,2,10,2,Yes,2,No,Yes
E478,42,Female,HR,Senior,71000,9.7,4,23,4,No,4,Yes,No
E479,26,Male,Sales,Junior,36000,0.7,2,8,2,Yes,2,No,Yes
E480,40,Female,IT,Senior,83000,8.0,5,36,5,No,5,Yes,No
E481,32,Male,Finance,Mid,61000,3.6,4,17,4,No,4,No,No
E482,28,Female,Operations,Junior,34000,1.0,2,10,2,Yes,2,No,Yes
E483,37,Male,IT,Senior,82000,7.9,5,35,5,No,5,Yes,No
E484,34,Female,Sales,Mid,47000,4.4,3,14,3,Yes,3,No,Yes
E485,30,Male,HR,Mid,54000,3.1,3,19,3,No,3,No,No
E486,27,Female,Finance,Junior,44000,1.6,3,16,3,No,3,No,No
E487,45,Male,IT,Manager,109000,13.1,5,39,5,No,5,Yes,No
E488,33,Female,Sales,Mid,46500,4.3,3,14,3,Yes,3,No,Yes
E489,29,Male,Operations,Junior,35000,1.1,2,10,2,Yes,2,No,Yes
E490,44,Female,Finance,Manager,96000,12.0,5,16,5,No,5,Yes,No
E491,31,Male,HR,Mid,53000,3.8,4,21,4,No,4,No,No
E492,26,Female,IT,Junior,58000,1.3,4,27,4,No,4,No,No
E493,38,Male,Sales,Senior,58000,7.1,3,15,3,Yes,3,No,Yes
E494,35,Female,Finance,Senior,77000,8.8,4,18,4,No,4,Yes,No
E495,28,Male,Operations,Junior,34500,1.1,2,10,2,Yes,2,No,Yes
E496,47,Female,IT,Manager,112000,14.2,5,40,5,No,5,Yes,No
E497,32,Male,HR,Mid,55000,4.2,4,22,4,No,4,No,No
E498,29,Female,Sales,Junior,38000,1.2,3,12,3,Yes,3,No,Yes
E499,36,Male,Finance,Mid,63000,5.4,4,18,4,No,4,No,No
E500,33,Female,IT,Mid,68000,4.6,5,32,5,No,5,No,No
